Title,IMDb rating,Year,MPA rating,Genre,Director,Star Cast,MetaScore,Duration (minutes)
Miller's Girl,5.2,2024,R,Comedy,Jade Halley Bartlett,Martin FreemanJenna OrtegaBashir Salahuddin,41.0,93.0
Kill the Irishman,7.0,2011,R,Biography,Jonathan Hensleigh,Ray StevensonChristopher WalkenVincent D'Onofrio,50.0,106.0
Shanghai Triad,7.1,1995,R,Crime,Yimou Zhang,Gong LiBaotian LiXiaoxiao Wang,77.0,108.0
Hundreds of Beavers,7.8,2022,R,Action,Mike Cheslik,Ryland Brickson Cole TewsOlivia GravesWes Tank,80.0,116.3
The Man from U.N.C.L.E.,7.2,2015,PG-13,Action,Guy Ritchie,Guy RitchieLionel WigramJeff Kleeman,56.0,116.0
Zoo,6.5,2017,PG,Adventure,Colin McIvor,Toby JonesIan McElhinneyPenelope Wilton,66.0,97.0
Unmatta,7.3,2019,R,Action,Mahesh Rajmane,Vikas BangarAarushi VedikhaPurneima Dey,66.0,116.3
All for Liberty,6.8,2009,PG-13,Drama,Chris Weatherhead,Bettina BeardDelfloria BrownHalle Brown,66.0,86.0
Mr. & Mrs. Smith,6.5,2005,PG-13,Action,Doug Liman,Brad PittAngelina JolieAdam Brody,55.0,120.0
Three Minutes: A Lengthening,7.3,2021,PG,Documentary,Bianca Stigter,Helena Bonham CarterGuy ClemensThomas Dudkiewicz,88.0,69.0
The Waters: Phase One,6.2,2012,R,Action,Roxanne Marchand,Roxanne Marchand,66.0,116.3
The Karate Kid Part II,6.1,1986,PG,Action,John G. Avildsen,Pat Morita,55.0,113.0
The Thirty Nine Steps,6.6,1978,PG,Crime,Don Sharp,Robert PowellDavid WarnerEric Porter,66.0,102.0
Galaxy Quest,7.4,1999,PG,Adventure,Dean Parisot,David HowardRobert Gordon,70.0,102.0
Kicking & Screaming,5.6,2005,PG,Comedy,Jesse Dylan,Will Ferrell,45.0,95.0
Pippi Longstocking,7.0,1969,G,Adventure,Olle Hellbom,Inger Nilsson,57.1,99.0
The Kid Stays in the Picture,7.3,2002,R,Documentary,Nanette Burstein,Robert EvansEddie AlbertPeter Bart,75.0,93.0
The Three Caballeros,6.3,1944,G,Animation,Norman Ferguson,Aurora Miranda,85.0,71.0
Unikum,5.7,1984,R,Comedy,Vitaliy Melnikov,Vitaliy MelnikovAleksandr Zhitinsky,66.0,116.3
Bad Boys,6.8,1995,R,Action,Michael Bay,George GalloMichael BarrieJim Mulholland,41.0,119.0
Wonder,7.9,2017,PG,Drama,Stephen Chbosky,Jacob Tremblay,66.0,113.0
Harry and the Hendersons,6.1,1987,PG,Comedy,William Dear,John Lithgow,42.0,110.0
Richard Jewell,7.5,2019,R,Biography,Clint Eastwood,Billy RayMarie BrennerKent Alexander,68.0,131.0
Orion and the Dark,6.3,2024,Other,Animation,Sean Charmatz,Jacob Tremblay,72.0,93.0
The Warlords,7.0,2007,R,Action,Peter Ho-Sun Chan,Tin-Nam ChunJunli GuoJiping He,70.0,126.0
Super Mario Bros.,4.2,1993,PG,Adventure,Annabel Jankel,Bob Hoskins,35.0,104.0
Minions,6.4,2015,PG,Animation,Kyle Balda,Sandra BullockJon HammMichael Keaton,56.0,91.0
Liberation! The Musical,7.3,2013,R,Action,Nils Osmar,Meli AlexanderDannie BaldwinMeredith Binder,66.0,116.3
The Ozone Layer Vanishes,6.5,1990,R,Sci-Fi,Xiaoning Feng,Ning ZhangLiping LüJingan Wu,66.0,116.3
G.I. Jane,6.0,1997,R,Action,Ridley Scott,Danielle AlexandraDavid Twohy,62.0,125.0
Diary of a Wimpy Kid,5.1,2021,PG,Animation,Gino Nichele,Cyrus Arnold,50.0,59.0
Mirage,7.3,2011,R,Documentary,Srdjan Keca,Daniel RadcliffeEmma WatsonRupert Grint,66.0,116.3
Percy Jackson: Sea of Monsters,5.7,2013,PG,Adventure,Thor Freudenthal,Logan Lerman,39.0,106.0
Wallace & Gromit: The Curse of the Were-Rabbit,7.5,2005,G,Animation,Steve Box,Peter Sallis,87.0,85.0
24 Hour Party People,7.3,2002,R,Biography,Michael Winterbottom,Frank Cottrell Boyce,85.0,117.0
Follow That Bird,6.7,1985,G,Adventure,Ken Kwapis,Caroll Spinney,59.0,88.0
The Lost City,5.7,1935,R,Sci-Fi,Harry Revier,William 'Stage' BoydKane RichmondClaudia Dell,66.0,116.3
Ikiru,8.3,1952,Not Rated,Drama,Akira Kurosawa,Takashi ShimuraNobuo KanekoShin'ichi Himori,92.0,143.0
Midway,6.7,2019,PG-13,Action,Roland Emmerich,Ed SkreinPatrick WilsonWoody Harrelson,47.0,138.0
Split,7.3,2016,PG-13,Horror,M. Night Shyamalan,James McAvoyAnya Taylor-JoyHaley Lu Richardson,63.0,117.0
The Powerpuff Girls Movie,6.5,2002,PG,Animation,Craig McCracken,Cathy Cavadini,65.0,73.0
Maleficent: Mistress of Evil,6.6,2019,PG,Adventure,Joachim Rønning,Angelina Jolie,43.0,119.0
They Live,7.2,1988,R,Action,John Carpenter,Roddy PiperKeith DavidMeg Foster,55.0,94.0
The Flintstones,5.0,1994,PG,Comedy,Brian Levant,John Goodman,38.0,91.0
Straight Outta Compton,7.8,2015,R,Biography,F. Gary Gray,Jonathan HermanAndrea BerloffS. Leigh Savidge,72.0,147.0
The Good Shepherd,6.7,2006,R,Drama,Robert De Niro,Matt DamonAngelina JolieRobert De Niro,61.0,167.0
5 Centimeters per Second,7.5,2007,Other,Animation,Makoto Shinkai,Kenji Mizuhashi,57.1,63.0
Fat Man and Little Boy,6.5,1989,PG-13,Biography,Roland Joffé,Bruce RobinsonRoland Joffé,50.0,127.0
Robin Hood,6.6,2010,PG-13,Action,Ridley Scott,Brian HelgelandEthan ReiffCyrus Voris,53.0,140.0
The Fourth Reich,6.0,2011,R,Sci-Fi,Joel Kaye,Michael C. AlvarezGino CalabroJames Leatherman,66.0,116.3
Fireheart,6.2,2022,Other,Animation,Theodore Ty,Alice Pol,57.1,92.0
Clue,7.2,1985,PG,Comedy,Jonathan Lynn,John LandisJonathan LynnAnthony E. Pratt,41.0,94.0
The Baby-Sitters Club,5.7,1995,PG,Comedy,Melanie Mayron,Schuyler Fisk,48.0,94.0
Total Eclipse,6.5,1995,R,Biography,Agnieszka Holland,Leonardo DiCaprioDavid ThewlisRomane Bohringer,42.0,111.0
Ice Age: The Meltdown,6.8,2006,PG,Animation,Carlos Saldanha,Ray Romano,59.0,91.0
Penguins of Madagascar,6.6,2014,PG,Animation,Eric Darnell,Tom McGrath,53.0,92.0
The Goonies,7.7,1985,PG,Adventure,Richard Donner,Sean Astin,62.0,114.0
National Treasure,6.9,2004,PG,Action,Jon Turteltaub,Jim KoufCormac WibberleyMarianne Wibberley,40.0,131.0
Horton Hears a Who!,6.8,2008,G,Animation,Jimmy Hayward,Jim Carrey,71.0,86.0
Richie Rich,5.4,1994,PG,Comedy,Donald Petrie,Macaulay Culkin,49.0,95.0
I Am Not Your Negro,7.9,2016,PG-13,Documentary,Raoul Peck,Samuel L. JacksonJames BaldwinMartin Luther King,95.0,93.0
Journey to the Center of the Earth,7.0,1959,Other,Adventure,Henry Levin,James Mason,57.1,129.0
9th Company,7.1,2005,R,Action,Fedor Bondarchuk,Artur SmolyaninovAleksey ChadovKonstantin Kryukov,66.0,139.0
Frantz,7.5,2016,PG-13,Drama,François Ozon,François OzonPhilippe PiazzoErnst Lubitsch,73.0,113.0
Mountain Top,7.1,2017,R,Drama,Gary Wheeler,Gary WheelerRobert Whitlow,66.0,116.3
Honeydripper,6.7,2007,PG-13,Crime,John Sayles,Danny GloverLisaGay HamiltonYaya DaCosta,68.0,124.0
Hydro,7.7,2014,R,Documentary,Rafa G. Sánchez,Rafa G. SánchezXavi Tello,66.0,116.3
Beethopia,6.6,2011,R,Sci-Fi,Darryl Barker,Robert AshtonBen DolanBrenda Sue Fowler,66.0,116.3
A City to Make Me,8.1,2015,R,Sci-Fi,Ryan Miller,Jason ChapmanLance Lee DavisAlex Kazhinsky,66.0,116.3
Granice svemira,6.7,2000,R,Drama,Zvonimir Miksic,Mirsada DizdarevicLeon MarenkovicDjurdjica Malesevic,66.0,116.3
Secret Headquarters,5.2,2022,PG,Action,Henry Joost,Owen Wilson,47.0,104.0
Parthenope,6.4,2024,R,Drama,Paolo Sorrentino,Gary OldmanStefania SandrelliCeleste Dalla Porta,58.0,116.3
Zhao hua xi shi,6.3,1987,R,Romance,Teresa Woo,Mary CheungRoy ChiaoAlex Fong,66.0,116.3
Babes,6.5,2024,R,Comedy,Pamela Adlon,Elena OuspenskaiaSandra BernhardOliver Platt,74.0,104.0
Bridge to Terabithia,7.2,2007,PG,Drama,Gabor Csupo,Josh HutchersonAnnaSophia RobbZooey Deschanel,74.0,96.0
Black '47,6.8,2018,R,Action,Lance Daly,P.J. DillonPierce RyanEugene O'Brien,65.0,100.0
Cheaper by the Dozen,5.9,2003,PG,Comedy,Shawn Levy,Steve Martin,46.0,98.0
Father Stu,6.5,2022,PG-13,Biography,Rosalind Ross,Mark WahlbergMel GibsonJacki Weaver,40.0,124.0
Hotel for Dogs,5.5,2009,PG,Comedy,Thor Freudenthal,Emma Roberts,51.0,100.0
The Equalizer,7.2,2014,R,Action,Antoine Fuqua,Denzel WashingtonMarton CsokasChloë Grace Moretz,57.0,132.0
Islands,6.2,2013,R,Drama,Whammy Alcazaren,Adrian AlandyMeryll SorianoMarita Zobel,66.0,116.3
The Abdication,6.1,1974,PG,Biography,Anthony Harvey,Ruth Wolff,66.0,103.0
American Underdog,7.1,2021,PG,Biography,Andrew Erwin,Kurt WarnerMichael SilverJon Erwin,53.0,112.0
The Lego Batman Movie,7.3,2017,PG,Animation,Chris McKay,Will Arnett,75.0,104.0
Hysteria,6.7,2011,R,Biography,Tanya Wexler,Stephen DyerJonah Lisa DyerHoward Gensler,53.0,100.0
Sid and Nancy,7.0,1986,R,Biography,Alex Cox,Gary OldmanChloe WebbDavid Hayman,76.0,112.0
"Extremely Wicked, Shockingly Evil and Vile",6.7,2019,R,Biography,Joe Berlinger,Lily CollinsZac EfronAngela Sarafyan,52.0,110.0
Apollo 13,7.7,1995,PG,Adventure,Ron Howard,Jim LovellJeffrey KlugerWilliam Broyles Jr.,78.0,140.0
Batman: Mask of the Phantasm,7.8,1993,PG,Animation,Kevin Altieri,Kevin Conroy,65.0,76.0
The Desert of the Tartars,7.5,1976,PG,Drama,Valerio Zurlini,Dino BuzzatiAndré G. BrunelinJean-Louis Bertuccelli,66.0,140.0
All About Steve,4.8,2009,PG-13,Comedy,Phil Traill,Sandra Bullock,17.0,99.0
Seven Samurai,8.6,1954,Not Rated,Action,Akira Kurosawa,Toshirô MifuneTakashi ShimuraKeiko Tsushima,98.0,207.0
Gold Diggers: The Secret of Bear Mountain,6.0,1995,PG,Adventure,Kevin James Dobson,Christina Ricci,57.1,93.0
Historias Breves 13,7.1,2016,R,Comedy,Eugenio Caracoche,Eugenio CaracocheJulieta CejasFranco Cerana,66.0,116.3
A Beautiful Day in the Neighborhood,7.2,2019,PG,Biography,Marielle Heller,Micah Fitzerman-BlueNoah HarpsterTom Junod,80.0,109.0
Rosewood,7.2,1997,R,Action,John Singleton,Jon VoightVing RhamesDon Cheadle,70.0,140.0
The Weird Ones,7.5,1962,R,Comedy,Pat Boyette,Mike BradenRudy DuranLee Morgan,66.0,116.3
The Chronicles of Polyaris,5.2,2014,R,Documentary,Christine Reeh,Daniel RadcliffeEmma WatsonRupert Grint,66.0,116.3
Terrestrials,6.8,2010,R,Documentary,Rene Daalder,Jon GiustiRyan HuberPatrick Mapel,66.0,116.3
Prisoners,8.2,2013,R,Crime,Denis Villeneuve,Hugh JackmanJake GyllenhaalViola Davis,70.0,153.0
Hocus Pocus,6.9,1993,PG,Comedy,Kenny Ortega,Bette Midler,43.0,96.0
Novogodnyaya istoriya,5.6,1997,R,Comedy,Aleksandr Baranov,Leonid KuravlyovAnna YanovskayaAnton Kolesnikov,66.0,116.3
Min aina laka haza?,7.4,1952,R,Comedy,Niazi Mostafa,Muhammad FawziMadihah YusriFarid Shawqi,66.0,116.3
When the Game Stands Tall,6.6,2014,PG,Biography,Thomas Carter,Scott Marshall SmithDavid ZelonNeil Hayes,41.0,115.0
A Bug's Life,7.2,1998,G,Animation,John Lasseter,Kevin Spacey,78.0,95.0
Reconnect,6.8,2015,R,Drama,Marius Swanepoel,Marius SwanepoelEdward LubbeDana Pretorius,66.0,116.3
"Big Mommas: Like Father, Like Son",4.4,2011,PG-13,Action,John Whitesell,Martin Lawrence,22.0,107.0
Fletch,6.9,1985,PG,Comedy,Michael Ritchie,Chevy ChaseJoe Don BakerDana Wheeler-Nicholson,68.0,98.0
Ed Wood,7.8,1994,R,Biography,Tim Burton,Johnny DeppMartin LandauSarah Jessica Parker,71.0,127.0
Renoir,6.5,2012,R,Biography,Gilles Bourdos,Jacques RenoirGilles BourdosJérôme Tonnerre,64.0,111.0
Superman in Exile,7.2,1954,R,Action,George Blair,David T. ChantlerJackson GillisJoe Shuster,66.0,116.3
Harry Potter and the Deathly Hallows: Part 1,7.7,2010,PG-13,Adventure,David Yates,Daniel RadcliffeEmma WatsonRupert Grint,65.0,146.0
Deepwater Horizon,7.1,2016,PG-13,Action,Peter Berg,Matthew Michael CarnahanMatthew SandDavid Barstow,68.0,107.0
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",8.0,2021,PG-13,Documentary,Questlove,Dorinda DrakeBarbara Bland-AcostaDarryl Lewis,96.0,118.0
Legend of the Fist: The Return of Chen Zhen,6.2,2010,R,Action,Andrew Lau,Gordon ChanChi-Sing CheungKoon-Nam Lui,49.0,106.0
Ip Man,8.0,2008,R,Action,Wilson Yip,Donnie YenSimon YamSiu-Wong Fan,59.0,106.0
New Type: Tada ai no tame ni,6.0,2008,R,Drama,Ryûichi Hiroki,Shôichirô MasumotoAya OhmasaKazuma Sano,66.0,116.3
The Swimmers,7.4,2022,PG-13,Biography,Sally El Hosaini,Matthias SchweighöferAli SulimanAlfredo Tavares,62.0,134.0
The Lover,6.8,1992,R,Biography,Jean-Jacques Annaud,Jane MarchTony Ka Fai LeungJeanne Moreau,59.0,115.0
Ghawar the Football Player,5.2,1972,R,Comedy,Hulki Saner,Daniel RadcliffeEmma WatsonRupert Grint,66.0,116.3
The Girl in the Spider's Web,6.1,2018,R,Action,Fede Alvarez,David LagercrantzStieg LarssonJay Basu,43.0,115.0
Ponyo,7.6,2008,G,Animation,Hayao Miyazaki,Cate Blanchett,86.0,101.0
2076 Olympiad,6.1,1977,X,Comedy,James R. Martin,Jerry ZaferSandy MartinDean Bennett,66.0,90.0
Alone in Berlin,6.5,2016,R,Drama,Vincent Perez,Hans FalladaAchim von BorriesVincent Perez,52.0,103.0
I Want to Eat Your Pancreas,8.0,2018,Not Rated,Animation,Jun'ichi Fujise,Mahiro Takasugi,57.1,109.0
Baby Driver,7.5,2017,R,Action,Edgar Wright,Ansel ElgortJon BernthalJon Hamm,86.0,113.0
Genghis Khan: To the Ends of the Earth and Sea,6.2,2007,R,Action,Shin'ichirô Sawai,Takashi SorimachiRei KikukawaMayumi Wakamura,66.0,136.0
FantastiCozzi,6.9,2016,R,Documentary,Felipe M. Guerra,Luigi CozziCaroline MunroSybil Danning,66.0,116.3
Ji yi qiu long,5.0,2021,R,Crime,Chi Zhang,Daniel RadcliffeEmma WatsonRupert Grint,66.0,116.3
Confessions of a Dangerous Mind,7.0,2002,R,Biography,George Clooney,Sam RockwellDrew BarrymoreGeorge Clooney,67.0,113.0
Three Thousand Years of Longing,6.7,2022,R,Drama,George Miller,Tilda SwintonIdris ElbaErdil Yasaroglu,60.0,108.0
Asterix & Obelix: The Middle Kingdom,5.1,2023,Other,Adventure,Guillaume Canet,Guillaume Canet,57.1,112.0
Phar Lap,7.2,1983,PG,Biography,Simon Wincer,Tom BurlinsonJudy MorrisMartin Vaughan,55.0,107.0
S.I.N. Theory,6.2,2012,Not Rated,Drama,Richie Mitchell,Jeremy LarterAllison Dawn DoironFarid Yazdani,66.0,70.0
Akeelah and the Bee,7.4,2006,PG,Drama,Doug Atchison,Angela Bassett,72.0,112.0
The Iron Claw,7.6,2023,R,Biography,Sean Durkin,Zac EfronJeremy Allen WhiteHarris Dickinson,73.0,132.0
The King and the Clown,7.3,2005,PG-13,Drama,Lee Joon-ik,Kam Woo-seongJung Jin-youngKang Seong-yeon,66.0,119.0
Beyond the Quest,6.0,2007,R,Mystery,Hosam Ibrahim,Janet CarrollChad GordonDrew Pongyan,66.0,116.3
We Have a Ghost,6.1,2023,PG-13,Adventure,Christopher Landon,Jahi Di'Allo WinstonDavid HarbourAnthony Mackie,53.0,126.0
Night at the Museum: Kahmunrah Rises Again,5.0,2022,PG,Animation,Matt Danner,Joshua Bassett,57.1,77.0
Fujiyama Ichiban,7.2,2014,R,Action,Michi Yamato,Adam ForrestYuuki LunaHaurjie Gunn,66.0,116.3
Purple Butterfly,6.1,2003,R,Drama,Ye Lou,Ziyi ZhangTôru NakamuraYe Liu,68.0,127.0
Playing with Fire,5.1,2019,PG,Comedy,Andy Fickman,John Cena,24.0,96.0
The Little Prince,6.4,1974,G,Family,Stanley Donen,Richard Kiley,57.1,88.0
FairyTale: A True Story,6.5,1997,PG,Drama,Charles Sturridge,Paul McGann,57.1,99.0
Seupakeumaen,6.5,1988,R,Action,Kyeong-sik Kim,Hyung-rae ShimLee Hyeong-binYeong-in Kim,66.0,116.3
Borg vs. McEnroe,6.9,2017,R,Biography,Janus Metz,Sverrir GudnasonShia LaBeoufStellan Skarsgård,63.0,107.0
1917,8.2,2019,R,Action,Sam Mendes,Dean-Charles ChapmanGeorge MacKayDaniel Mays,78.0,119.0
Big Miracle,6.5,2012,PG,Biography,Ken Kwapis,Drew BarrymoreJohn KrasinskiJohn Pingayak,61.0,107.0
Curly Sue,5.9,1991,PG,Comedy,John Hughes,Jim Belushi,57.1,101.0
Frankenweenie,6.9,2012,PG,Animation,Tim Burton,Winona Ryder,74.0,87.0
Lean on Me,7.4,1989,PG-13,Biography,John G. Avildsen,Morgan FreemanBeverly ToddRobert Guillaume,58.0,108.0
Ghostbusters II,6.6,1989,PG,Action,Ivan Reitman,Dan AykroydHarold Ramis,56.0,108.0
"Intent to Destroy: Death, Denial & Depiction",7.2,2017,PG-13,Documentary,Joe Berlinger,Shohreh AghdashlooTaner AkçamHagop Asadourian,75.0,115.0
Home,6.5,2015,PG,Animation,Tim Johnson,Jim Parsons,55.0,94.0
The Newton Boys,6.1,1998,PG-13,Action,Richard Linklater,Claude StanushRichard LinklaterClark Walker,57.0,122.0
Apparatspott - Gerangel in Ruum un Tied,6.4,2003,R,Sci-Fi,Martin Hermann,Thomas BaierUdo BurmeisterHansjuergen Hespos,66.0,116.3
L'affaire des divisions Morituri,5.5,1985,R,Drama,F.J. Ossang,Gina Lola BenzinaPhilippe SfezLionel Tua,66.0,116.3
Station 4,5.0,2014,R,Action,Errol Sack,Kevin BeauchampTravis L. CookSavannah Morgan,66.0,116.3
Field of Dreams,7.5,1989,PG,Drama,Phil Alden Robinson,Kevin CostnerJames Earl JonesRay Liotta,57.0,107.0
Antaries,5.9,2019,R,Sci-Fi,Thorin Cupit,Nick BucklandMark HealyCarol Lawton,66.0,116.3
How Green Was My Valley,7.7,1941,Other,Drama,John Ford,Walter Pidgeon,88.0,118.0
Feel the Beat,6.3,2020,Other,Comedy,Elissa Down,Sofia Carson,57.1,109.0
The Pigeon Tunnel,7.0,2023,PG-13,Documentary,Errol Morris,Jake DoveCharlotte HamblinGarry Cooper,79.0,92.0
Kinsey,7.1,2004,R,Biography,Bill Condon,Liam NeesonLaura LinneyChris O'Donnell,79.0,118.0
The Front Runner,6.1,2018,R,Biography,Jason Reitman,Matt BaiJay CarsonJason Reitman,61.0,113.0
The Doctor and the Devils,6.1,1985,R,Crime,Freddie Francis,Timothy DaltonJonathan PryceTwiggy,66.0,93.0
Champ d'honneur,6.8,1987,PG,Drama,Jean-Pierre Denis,Hubert AupetitJean-Pierre DenisFrançoise Dudognon,66.0,87.0
The Beach Boys,7.1,2024,PG-13,Documentary,Frank Marshall,The Beach BoysMike LoveBrian Wilson,63.0,113.0
Encarta IV: Dark Hope,6.0,2008,R,Sci-Fi,Ryan Webber,Ryan WebberRobert William FordDerrick Anderson,66.0,116.3
Heroes Two,6.5,1974,R,Action,Cheh Chang,Kuan Tai ChenSheng FuHsin Fang,66.0,93.0
Borderlands,6.9,2024,R,Action,Eli Roth,Eli RothJoe Crombie,66.0,116.3
Inspector Gadget,4.2,1999,PG,Action,David Kellogg,Matthew Broderick,36.0,78.0
Bedknobs and Broomsticks,7.0,1971,G,Animation,Robert Stevenson,Angela Lansbury,59.0,117.0
The Last Station,6.9,2009,R,Biography,Michael Hoffman,Helen MirrenJames McAvoyChristopher Plummer,76.0,112.0
Andre,5.7,1994,PG,Adventure,George Miller,Tina Majorino,57.1,94.0
The Doors,7.2,1991,R,Biography,Oliver Stone,Val KilmerMeg RyanKyle MacLachlan,62.0,140.0
Bolivar soy yo,6.3,2002,R,Comedy,Jorge Alí Triana,Robinson DíazAmparo GrisalesJairo Camargo,66.0,93.0
Secretariat,7.2,2010,PG,Biography,Randall Wallace,Diane LaneJohn MalkovichMargo Martindale,61.0,123.0
Blizkata dalechina,7.1,1981,R,Animation,Slav Bakalov,Stefan PopovIossif SurchadzhievMariana Radkova,66.0,116.3
Prom Pact,6.4,2023,Other,Comedy,Anya Adams,Peyton Elizabeth Lee,57.1,99.0
The Strangers: Chapter 1,5.0,2024,R,Horror,Renny Harlin,Madelaine PetschRyan BownMatus Lajcak,43.0,91.0
Artificial,7.3,2016,R,Sci-Fi,Lance Todd,Nate OlsonHenriette SoderlindLance Todd,66.0,116.3
Valentino,6.1,1977,R,Biography,Ken Russell,Ken RussellMardik MartinBrad Steiger,66.0,128.0
Algeny: The Genetic Factor,5.8,2007,R,Sci-Fi,Andrew Burroughs,James ArnoldGreg BaronWilzette Borno,66.0,116.3
Get on Up,6.9,2014,PG-13,Biography,Tate Taylor,Jez ButterworthJohn-Henry ButterworthSteven Baigelman,71.0,139.0
Light Boy,7.4,2004,R,Action,Jolie Hales,Dallin HalesJames HalesMallary Madsen,66.0,116.3
Middle School: The Worst Years of My Life,6.1,2016,PG,Comedy,Steve Carr,Griffin Gluck,51.0,92.0
Marley & Me,7.0,2008,PG,Drama,David Frankel,Owen Wilson,53.0,115.0
Dino Brained,5.4,2019,R,Animation,Izzy Clarke,Daniel RadcliffeEmma WatsonRupert Grint,66.0,116.3
The Big Short,7.8,2015,R,Biography,Adam McKay,Christian BaleSteve CarellRyan Gosling,81.0,130.0
Charlie and the Chocolate Factory,6.7,2005,PG,Adventure,Tim Burton,Johnny Depp,72.0,115.0
Ekho: Fall of an Empire,5.8,2004,R,Sci-Fi,Jim McCullough,Jim McCulloughAmanda MortenKristin Astourian,66.0,116.3
Prey,7.1,2022,R,Action,Dan Trachtenberg,Patrick AisonDan TrachtenbergJim Thomas,71.0,100.0
Eva Peron: The True Story,6.7,1996,PG,Biography,Juan Carlos Desanzo,Esther GorisVíctor LaplaceCristina Banegas,66.0,120.0
The Secret of Immortal Code,5.3,2018,R,Action,Wei Li,Yijia FangShifu LiHongfan Wang,66.0,116.3
Backbeat,6.6,1994,R,Biography,Iain Softley,Stephen DorffSheryl LeeIan Hart,66.0,100.0
The Princess Diaries,6.4,2001,G,Comedy,Garry Marshall,Julie Andrews,52.0,115.0
China Cry: A True Story,6.7,1990,PG-13,Biography,James F. Collier,Julia NicksonFrance NuyenJames Shigeta,66.0,101.0
Georgetown,6.2,2019,R,Biography,Christoph Waltz,Christoph WaltzVanessa RedgraveAnnette Bening,49.0,99.0
Prick Up Your Ears,7.1,1987,R,Biography,Stephen Frears,Gary OldmanAlfred MolinaVanessa Redgrave,72.0,105.0
ParaNorman,7.0,2012,PG,Animation,Chris Butler,Kodi Smit-McPhee,72.0,92.0
Everest,7.1,2015,PG-13,Action,Baltasar Kormákur,Jason ClarkeAng Phula SherpaThomas M. Wright,64.0,121.0
Now You See Me 2,6.4,2016,PG-13,Action,Jon M. Chu,Ed SolomonPeter ChiarelliBoaz Yakin,46.0,129.0
Next Gen,6.6,2018,Other,Animation,Kevin R. Adams,John Krasinski,57.1,106.0
Moana,7.6,2016,PG,Animation,Ron Clements,Auli'i Cravalho,81.0,107.0
The Journey,6.7,2016,PG-13,Biography,Nick Hamm,Timothy SpallColm MeaneyJohn Hurt,53.0,94.0
The Muppet Movie,7.6,1979,G,Adventure,James Frawley,Jim Henson,74.0,95.0
Chitty Chitty Bang Bang,6.9,1968,G,Adventure,Ken Hughes,Dick Van Dyke,64.0,144.0
Watt Poe to bokura no ohanashi,8.1,1988,R,Animation,Shigenori Kageyama,Toshiko FujitaEriko HaraKôichi Kitamura,66.0,116.3
Exit Through the Gift Shop,7.9,2010,R,Documentary,Banksy,BanksyMr. BrainwashSpace Invader,85.0,87.0
Jimmy Neutron: Boy Genius,6.1,2001,G,Animation,John A. Davis,Debi Derryberry,65.0,82.0
The Secret Garden,5.6,2020,PG,Drama,Marc Munden,Dixie Egerickx,59.0,99.0
Luther,6.6,2003,PG-13,Biography,Eric Till,Joseph FiennesBruno GanzPeter Ustinov,47.0,123.0
Poissa,5.4,2019,R,Drama,Arttu Haglund,Panu TuomikkoEeva PutroJulia Hemmilä,66.0,116.3
The End of the Lonely Island,5.3,2017,R,Drama,Renchao Wang,Kai Lun FuAi Rong JiangLei Li,66.0,116.3
Puerta del tiempo,6.6,2002,R,Animation,Pedro Delgado,Sandra JaraInma GallegoJavier Gurruchaga,66.0,116.3
Flipper,5.3,1996,PG,Adventure,Alan Shapiro,Paul Hogan,43.0,95.0
Winnie the Pooh,7.1,2011,G,Animation,Stephen J. Anderson,Jim Cummings,74.0,63.0
Mr. Turner,6.8,2014,R,Biography,Mike Leigh,Timothy SpallPaul JessonDorothy Atkinson,94.0,150.0
Darwin,7.0,2011,G,Documentary,Nick Brandestini,Monty BranniganNancy BranniganHank Jones,66.0,86.0
Beauty and the Beast,7.1,2017,PG,Adventure,Bill Condon,Emma Watson,65.0,129.0
The Adventures of Huck Finn,6.2,1993,PG,Adventure,Stephen Sommers,Elijah Wood,57.1,108.0
Subconscious Reality,6.2,2016,Not Rated,Action,Mark Byrne,Jim ToepperLana WoodConrad Brooks,66.0,91.0
Programmable Dreams,8.2,2007,R,Action,Brad Schinkel,Brad Schinkel,66.0,116.3
Trouble,5.8,2019,Other,Animation,Kevin Johnson,Big Sean,57.1,87.0
Pierscien ksieznej Anny,6.3,1971,R,Family,Maria Kaniewska,Jerzy MatalowskiKrzysztof StroinskiPiotr Sot,66.0,116.3
Some Smoke and a Red Locker,6.7,2019,R,Comedy,Zetkin Yikilmis,André BertelRoland BialkeNadin Charlotte Bickert,66.0,116.3
The Book of Daniel,6.1,2013,G,Drama,Anna Zielinski,Robert MianoAndrew BongiornoLance Henriksen,66.0,90.0
Red Army,7.6,2014,PG,Documentary,Gabe Polsky,Viacheslav FetisovVladislav TretiakScotty Bowman,83.0,84.0
While They Watched,7.6,2015,PG,Documentary,Jake J. Smith,Ahn CholDerek ChouinardJoanna Hosaniak,66.0,92.0
My Friend Dahmer,6.2,2017,R,Biography,Marc Meyers,Ross LynchAlex WolffAnne Heche,68.0,107.0
Filme B - Os Mutantes do Espaço,6.9,2017,R,Comedy,Carla Albuquerque,Murilo CezarRaphael GamaHugo Lima,66.0,116.3
Over the Hedge,6.7,2006,PG,Animation,Tim Johnson,Bruce Willis,67.0,83.0
Simón Bolívar,7.4,1969,PG,Biography,Alessandro Blasetti,José Luis DibildosEnrique LlovetRafael Mateo,66.0,106.0
A Home of Our Own,7.0,1993,PG,Biography,Tony Bill,Kathy BatesEdward FurlongClarissa Lassig,66.0,104.0
